Unnamed: 0,DienTich(m²),Phongngu,SoTang,PhongTam,Loai,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,Gia(Triệu),Duong,Phuong,Quan,ThanhPho,Gia_m²(Triệu)
19039,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
19040,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
19041,72.0,2,0.0,2, Chung cư,Không có nội thất,,,1815.0,Đường Trương Đình Hội,16,8,Tp Hồ Chí Minh,25.21
19042,83.6,3,3.0,2, Chung cư, Nội thất cao cấp, Nam, Đông Bắc,3800.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,45.45
19043,97.6,3,6.0,2, Chung cư, Nội thất cao cấp,,,4900.0,Đường Nguyễn Văn Linh,Tân Phong,7,Tp Hồ Chí Minh,50.2
19044,50.0,2,9.0,1," Căn hộ dịch vụ, mini", Hoàn thiện cơ bản,,,2600.0,Đường Lý Thường Kiệt,7,10,Tp Hồ Chí Minh,52.0
19045,70.0,2,5.0,2, Chung cư,Không có nội thất,,,1500.0,146,8,Phú Nhuận,Tp Hồ Chí Minh,21.43
19046,150.0,3,0.0,2, Chung cư,Không có nội thất,,,3800.0,Đường Tạ Quang Bửu,5,8,Tp Hồ Chí Minh,25.33
19047,106.0,2,11.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,7600.0,118,12,10,Tp Hồ Chí Minh,71.7
19048,73.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2320.0,Khu Nam Long,Tân Thuận Đông,7,Tp Hồ Chí Minh,31.78
19049,44.0,2,0.0,1, Chung cư, Nội thất đầy đủ,,,950.0,221,Tân Tạo,Bình Tân,Tp Hồ Chí Minh,21.59
19050,96.0,3,0.0,2, Chung cư, Nội thất đầy đủ,,,1350.0,151,6,4,Tp Hồ Chí Minh,14.06
19051,74.0,2,0.0,2, Chung cư,Không có nội thất,, Đông Nam,3950.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,53.38
19052,61.0,2,0.0,2, Chung cư,Không có nội thất, Đông Nam,,1850.0,10A,Trung Mỹ Tây,12,Tp Hồ Chí Minh,30.33
19053,90.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1400.0,Đường Nguyễn Hữu Cảnh,22,Bình Thạnh,Tp Hồ Chí Minh,15.56
19054,61.0,2,0.0,2, Chung cư,Không có nội thất, Đông,,1830.0,Đường Tô Ký,Trung Mỹ Tây,12,Tp Hồ Chí Minh,30.0
19055,40.0,1,0.0,1, Chung cư,Không có nội thất,,,980.0,Nguyễn Văn Linh,,,Tp Hồ Chí Minh,24.5
19056,78.0,2,0.0,2, Chung cư,Không có nội thất,,,2950.0,đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,37.82
19057,34.0,2,5.0,1, Chung cư, Nội thất cao cấp, Đông, Đông,840.0,307,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,24.71
19058,59.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,3200.0,2,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,54.24
19059,90.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2400.0,Đường Lê Văn Lương,,,Tp Hồ Chí Minh,26.67
19060,62.0,2,0.0,2, Chung cư, Nội thất cao cấp, Đông,,2.0,Đường Kha Vạn Cân,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,0.03
19061,102.0,3,0.0,0, Chung cư, Nội thất đầy đủ,,,2820.0,2,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,27.65
19062,133.0,2,0.0,2, Chung cư,Không có nội thất,,,22000.0,69,8,5,Tp Hồ Chí Minh,165.41
19063,68.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,700.0,Đường Nguyễn Xiển,Long Bình,9,Tp Hồ Chí Minh,10.29
19064,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
19065,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
19066,85.0,3,15.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,4900.0,119,9,Phú Nhuận,Tp Hồ Chí Minh,57.65
19067,97.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,3550.0,Hạu Giang,11,6,Tp Hồ Chí Minh,36.6
19068,83.6,3,3.0,2, Chung cư, Nội thất cao cấp, Nam, Đông Bắc,3800.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,45.45
19069,78.0,2,0.0,2, Chung cư,Không có nội thất,,,2100.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,26.92
19070,60.0,2,4.0,1, Chung cư, Hoàn thiện cơ bản, Bắc, Tây,1650.0,Chung Cư Huỳnh Văn Chính 2 đường Khuông Việt,Phú Trung,Tân Phú,Tp Hồ Chí Minh,27.5
19071,74.0,3,0.0,2, Chung cư,Không có nội thất,,,1950.0,Đường Liên Phường,Phú Hữu,9,Tp Hồ Chí Minh,26.35
19072,36.0,1,5.0,1, Chung cư, Nội thất cao cấp,,,460.0,Đường Lê Văn Quới,Bình Trị Đông A,Bình Tân,Tp Hồ Chí Minh,12.78
19073,48.0,1,0.0,1, Chung cư,Không có nội thất,,,1691.0,Đường Nguyễn Xiển,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,35.23
19074,40.0,1,8.0,1, Officetel, Hoàn thiện cơ bản,,,1800.0,Số 181,12,10,Tp Hồ Chí Minh,45.0
19075,40.0,1,6.0,1," Căn hộ dịch vụ, mini", Nội thất cao cấp, Nam, Bắc,885.0,Hoà Bình,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,22.12
19076,61.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,2750.0,Số 181,12,10,Tp Hồ Chí Minh,45.08
19077,68.2,2,0.0,2, Chung cư,Không có nội thất,,,2430.0,Đường Tạ Quang Bửu,6,8,Tp Hồ Chí Minh,35.63
19078,40.0,2,0.0,1," Căn hộ dịch vụ, mini", Hoàn thiện cơ bản,,,450.0,Đường Gò Ô Môi,Phú Thuận,7,Tp Hồ Chí Minh,11.25
19079,30.0,1,0.0,1, Chung cư,Không có nội thất,,,1200.0,Phước Thiện,Long Thạnh Mỹ,9,Tp Hồ Chí Minh,40.0
19080,99.0,2,0.0,2, Chung cư,Không có nội thất,,,4200.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,42.42
19081,380.0,4,0.0,3, Penthouse, Bàn giao thô, Tây Bắc, Đông Nam,34000.0,Số 01,Bình Trưng Tây,2,Tp Hồ Chí Minh,89.47
19082,40.0,3,2.0,1, Chung cư, Nội thất cao cấp, Nam, Đông,810.0,Đường Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,20.25
19083,58.0,2,0.0,0, Chung cư, Nội thất cao cấp,,,785.0,Đường Thoại Ngọc Hầu,Phú Thạnh,Tân Phú,Tp Hồ Chí Minh,13.53
19084,40.0,1,0.0,1, Chung cư,Không có nội thất,,,275.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,6.88
19085,96.0,3,0.0,2, Chung cư,Không có nội thất,,,16900.0,100 Đường Cô Giang,Cô Giang,1,Tp Hồ Chí Minh,176.04
19086,70.0,2,0.0,2, Chung cư,Không có nội thất,,,1930.0,Số 8,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,27.57
19087,70.2,2,0.0,2, Chung cư, Nội thất đầy đủ,,,1970.0,số 59 Đường 57,14,Gò Vấp,Tp Hồ Chí Minh,28.06
19088,60.0,2,0.0,2, Chung cư,Không có nội thất,,,1400.0,Số 8,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,23.33
19089,50.0,1,0.0,1, Chung cư, Nội thất cao cấp,,,4900.0,628A Xa Lộ Hà Nội,An Phú,2,Tp Hồ Chí Minh,98.0
19090,62.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường Nguyễn Văn Quỳ,Phú Thuận,7,Tp Hồ Chí Minh,32.26
19091,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
19092,25.0,1,0.0,1, Chung cư,Không có nội thất,,,870.0,996,6,8,Tp Hồ Chí Minh,34.8
19093,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
19094,73.0,2,0.0,2, Chung cư,Không có nội thất,,,2.0,Đường Nguyễn Lương Bằng,Tân Phú,7,Tp Hồ Chí Minh,0.03
19095,76.0,2,0.0,2, Chung cư,Không có nội thất,,,4100.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,53.95
19096,35.0,1,0.0,1, Duplex,Không có nội thất,,,900.0,đường hòa bình nối dài,Hiệp Tân,Tân Phú,Tp Hồ Chí Minh,25.71
19097,50.0,1,6.0,1, Chung cư,Không có nội thất, Tây Nam, Đông Bắc,1900.0,Đường Bế Văn Cấm,Tân Kiểng,7,Tp Hồ Chí Minh,38.0
19098,88.4,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,6100.0,10,An Lợi Đông,2,Tp Hồ Chí Minh,69.0
19099,45.0,1,0.0,1," Căn hộ dịch vụ, mini", Nội thất cao cấp,,,800.0,Đường Lê Văn Quới,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,17.78
19100,116.0,3,0.0,2, Chung cư,Không có nội thất,,,5250.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,45.26
19101,65.0,2,2.0,2, Chung cư,Không có nội thất,,,1600.0,503A,3,6,Tp Hồ Chí Minh,24.62
19102,59.0,2,0.0,1, Chung cư,Không có nội thất,,,2900.0,265-197,,,Tp Hồ Chí Minh,49.15
19103,64.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,720.0,Đường Đinh Đức Thiện,,,Tp Hồ Chí Minh,11.25
19104,76.0,2,0.0,2, Chung cư,Không có nội thất, Đông Nam, Tây Bắc,3800.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,50.0
19105,32.0,1,0.0,1, Duplex,Không có nội thất,,,970.0,bốn xã,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,30.31
19106,35.0,1,2.0,1, Chung cư,Không có nội thất,,,820.0,Đường Hòa Bình,Bình Trị Đông A,Bình Tân,Tp Hồ Chí Minh,23.43
19107,67.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,8.0,Đường 15B,Phú Mỹ,7,Tp Hồ Chí Minh,0.12
19108,151.0,3,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Nam, Đông Nam,6596.0,Số 2225,6,8,Tp Hồ Chí Minh,43.68
19109,81.0,3,0.0,2, Chung cư, Nội thất đầy đủ, Tây, Nam,2350.0,Đường Trương Phước Phan,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,29.01
19110,39.0,1,0.0,1, Duplex, Nội thất đầy đủ,,,1060.0,Đường Bùi Tư Toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,27.18
19111,86.0,2,5.0,1, Chung cư, Nội thất cao cấp, Đông, Tây,2700.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,31.4
19112,50.0,2,0.0,1, Chung cư,Không có nội thất, Nam,,1910.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,38.2
19113,35.0,1,0.0,1," Căn hộ dịch vụ, mini", Nội thất đầy đủ,,,800.0,Đường Nguyễn Tất Thành,Trường Thạnh,9,Tp Hồ Chí Minh,22.86
19114,70.0,1,7.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,4000.0,108,2,Tân Bình,Tp Hồ Chí Minh,57.14
19115,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
19116,73.0,2,0.0,2, Chung cư,Không có nội thất,,,3650.0,Đường Mai Chí Thọ,An Phú,2,Tp Hồ Chí Minh,50.0
19117,61.0,2,0.0,2, Chung cư, Nội thất đầy đủ, Tây Nam, Đông Bắc,1090.0,Đường Huỳnh Tấn Phát,,,Tp Hồ Chí Minh,17.87
19118,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
19119,70.0,2,0.0,2, Chung cư,Không có nội thất,,,2500.0,Số 510,An Lạc A,Bình Tân,Tp Hồ Chí Minh,35.71
19120,35.0,1,0.0,1, Chung cư,Không có nội thất,,,976.0,mã lò,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,27.89
19121,35.0,1,0.0,1, Chung cư,Không có nội thất,,,820.0,Đường Lê Văn Quới,Bình Trị Đông A,Bình Tân,Tp Hồ Chí Minh,23.43
19122,64.0,2,0.0,2, Chung cư,Không có nội thất, Đông, Nam,1720.0,Đường Hồ Học Lãm,An Lạc,Bình Tân,Tp Hồ Chí Minh,26.88
19123,60.0,2,14.0,2," Căn hộ dịch vụ, mini", Bàn giao thô, Đông, Đông Nam,2700.0,Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển,Long Thạnh Mỹ,9,,45.0
19124,45.0,1,5.0,1, Chung cư, Nội thất đầy đủ,,,820.0,Đường Võ Văn Kiệt,Tân Định,1,Tp Hồ Chí Minh,18.22
19125,45.0,1,0.0,1, Chung cư, Nội thất đầy đủ,,,800.0,307-309 Đường Lê Văn Quới,Bình Trị Đông A,Bình Tân,,17.78
19126,32.0,1,0.0,1, Chung cư,Không có nội thất,,,885.0,tân kỳ tân quý,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,27.66
19127,40.0,1,4.0,1, Chung cư,Không có nội thất,,,885.0,Đường Bình Long,Bình Hưng Hòa,Bình Tân,Tp Hồ Chí Minh,22.12
19128,42.0,2,0.0,1, Duplex,Không có nội thất,,,990.0,Đường Bùi Tư Toàn,An Lạc,Bình Tân,Tp Hồ Chí Minh,23.57
19129,45.0,2,0.0,1," Căn hộ dịch vụ, mini", Nội thất cao cấp,,,820.0,Đường Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,18.22
19130,98.0,3,0.0,2, Duplex,Không có nội thất,,,3650.0,số 88,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,37.24
19131,75.13,2,0.0,2, Chung cư, Nội thất cao cấp, Bắc, Nam,2549.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,33.93
19132,68.0,2,0.0,1, Chung cư,Không có nội thất,,,2400.0,Đường Trần Trọng Cung,Tân Thuận Đông,7,Tp Hồ Chí Minh,35.29
19133,32.0,2,5.0,1, Chung cư, Nội thất cao cấp, Đông Nam,,790.0,Đường Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,24.69
19134,40.0,1,0.0,1, Chung cư,Không có nội thất, Đông,,380.0,Đường Dương Công Khi,,,Tp Hồ Chí Minh,9.5
19135,52.0,2,0.0,1, Chung cư,Không có nội thất,,,1600.0,Đường 17A,Bình Trị Đông B,Bình Tân,Tp Hồ Chí Minh,30.77
19136,105.0,3,0.0,2, Chung cư,Không có nội thất,,,17000.0,D1,22,Bình Thạnh,Tp Hồ Chí Minh,161.9
19137,62.0,2,1.0,2, Chung cư, Hoàn thiện cơ bản, Tây, Đông,1950.0,262/15,Tân Quý,Tân Phú,Tp Hồ Chí Minh,31.45
19138,72.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,1400.0,Đường Nguyễn Án,11,5,Tp Hồ Chí Minh,19.44
19139,194.0,3,0.0,3, Penthouse, Nội thất cao cấp, Nam, Tây Bắc,7000.0,Đường Phú Mỹ Hưng,Tân Phong,7,Tp Hồ Chí Minh,36.08
19140,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
19141,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
19142,63.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,25.4
19143,70.12,2,0.0,2, Chung cư, Nội thất cao cấp, Nam, Bắc,2850.0,Đường Phạm Văn Nghị,Tân Phong,7,Tp Hồ Chí Minh,40.64
19144,105.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,1350.0,Đường Chu Văn An,12,Bình Thạnh,Tp Hồ Chí Minh,12.86
19145,66.67,2,31.0,2, Chung cư, Hoàn thiện cơ bản, Nam, Bắc,2380.0,Số 4,Phú Thuận,7,Tp Hồ Chí Minh,35.7
19146,65.0,2,0.0,2, Chung cư,Không có nội thất,,,2230.0,Đường Phan Văn Hớn,Tân Thới Nhất,12,Tp Hồ Chí Minh,34.31
19147,54.0,2,0.0,1, Chung cư, Hoàn thiện cơ bản,,,3500.0,Đường Nguyễn Trãi,Nguyễn Cư Trinh,1,Tp Hồ Chí Minh,64.81
19148,32.0,2,5.0,1, Chung cư, Nội thất đầy đủ,,,885.0,Đường Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,27.66
19149,35.0,1,0.0,1, Chung cư, Nội thất đầy đủ,,,480.0,Đường Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,13.71
19150,63.0,2,11.0,1, Chung cư, Hoàn thiện cơ bản, Đông Bắc,,2600.0,Đường Nguyễn Thị Nhỏ,15,11,Tp Hồ Chí Minh,41.27
19151,50.0,2,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất, Đông, Nam,2800.0,10/6,16,Gò Vấp,Tp Hồ Chí Minh,56.0
19152,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1780.0,Đường Lê Văn Lương,Tân Kiểng,7,Tp Hồ Chí Minh,32.36
19153,64.0,2,6.0,1, Chung cư, Nội thất đầy đủ, Tây Nam,,1400.0,d0606,,,Tp Hồ Chí Minh,21.88
19154,59.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,2360.0,Đường Bến Bình Đông,14,8,Tp Hồ Chí Minh,40.0
19155,73.0,2,15.0,0, Chung cư, Nội thất cao cấp,,,3200.0,79-81,26,Bình Thạnh,Tp Hồ Chí Minh,43.84
19156,75.0,2,0.0,2, Chung cư,Không có nội thất, Đông Bắc, Đông Nam,200.0,Đường N2,Linh Xuân,Thủ Đức,Tp Hồ Chí Minh,2.67
19157,75.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,4425.0,Đường Lương Định Của,An Phú,2,Tp Hồ Chí Minh,59.0
19158,48.0,2,6.0,2, Chung cư, Nội thất cao cấp,,,760.0,Đường Phan Anh,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,15.83
19159,53.0,2,0.0,1, Chung cư, Nội thất cao cấp,,,745.0,Đường Hòa Bình,6,11,Tp Hồ Chí Minh,14.06
19160,80.0,3,0.0,0, Chung cư, Nội thất cao cấp,,,3350.0,Đường Nguyễn Thị Thập,Bình Thuận,7,Tp Hồ Chí Minh,41.88
19161,42.0,1,0.0,1, Chung cư,Không có nội thất,,,190.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,4.52
19163,62.0,2,0.0,1, Chung cư, Nội thất đầy đủ, Bắc, Tây,1890.0,Đường Nguyễn Duy Trinh,Bình Trưng Đông,2,Tp Hồ Chí Minh,30.48
19164,75.0,2,5.0,2, Chung cư,Không có nội thất, Đông Nam, Đông Nam,2580.0,Đường Võ Văn Kiệt,An Lạc,Bình Tân,Tp Hồ Chí Minh,34.4
19165,25.0,1,0.0,1, Chung cư,Không có nội thất,,,870.0,996,6,8,Tp Hồ Chí Minh,34.8
19166,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
19167,55.0,2,0.0,2, Chung cư,Không có nội thất,,,1500.0,13E,,,Tp Hồ Chí Minh,27.27
19168,70.0,1,7.0,1, Chung cư, Nội thất cao cấp, Đông Nam, Tây Bắc,4000.0,108,2,Tân Bình,Tp Hồ Chí Minh,57.14
19169,82.0,3,0.0,2, Chung cư,Không có nội thất,,,2900.0,Đường 30,Linh Đông,Thủ Đức,Tp Hồ Chí Minh,35.37
19170,60.0,2,0.0,2, Chung cư,Không có nội thất,,,1850.0,Số 8,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,30.83
19171,90.0,3,0.0,3, Duplex,Không có nội thất,,,2850.0,Đường Nguyễn Duy Trinh,Bình Trưng Tây,2,Tp Hồ Chí Minh,31.67
19172,39.0,1,5.0,1, Chung cư, Nội thất cao cấp,,,620.0,lê văn quơi,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,15.9
19173,59.0,2,0.0,1, Chung cư,Không có nội thất,,,3200.0,Đường N1,Sơn Kỳ,Tân Phú,Tp Hồ Chí Minh,54.24
19174,68.0,2,5.0,2, Chung cư, Nội thất đầy đủ,,,2650.0,Đường Phạm Văn Nghị,Tân Phong,7,Tp Hồ Chí Minh,38.97
19175,66.0,2,0.0,2, Chung cư,Không có nội thất, Đông Nam,,2100.0,KDC Phong Phú 4,,,Tp Hồ Chí Minh,31.82
19176,72.0,2,0.0,2, Chung cư,Không có nội thất,,,2000.0,Đường An Dương Vương,16,8,Tp Hồ Chí Minh,27.78
19177,70.0,2,0.0,2, Chung cư,Không có nội thất,,,1990.0,Đường Quốc lộ 1A,Thới An,12,Tp Hồ Chí Minh,28.43
19178,60.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Đông Bắc,,680.0,đường Lê Văn Lương,,,,11.33
19179,140.0,3,0.0,2, Penthouse, Nội thất cao cấp, Tây, Đông,5800.0,Đường 10,Hiệp Bình Phước,Thủ Đức,Tp Hồ Chí Minh,41.43
19180,35.0,1,0.0,1," Căn hộ dịch vụ, mini",Không có nội thất,,,800.0,Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,22.86
19181,67.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,2600.0,Đường số 1,Trường Thọ,Thủ Đức,Tp Hồ Chí Minh,38.81
19182,86.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2200.0,Đường Nguyễn Văn Linh,,,Tp Hồ Chí Minh,25.58
19183,58.0,2,0.0,2, Chung cư,Không có nội thất,,,1850.0,Đường Ni Sư Huỳnh Liên,10,Tân Bình,Tp Hồ Chí Minh,31.9
19184,75.0,2,0.0,1, Chung cư,Không có nội thất,,,2850.0,Đường Nguyễn Xí,26,Bình Thạnh,Tp Hồ Chí Minh,38.0
19185,63.0,2,19.0,2, Chung cư, Nội thất cao cấp,,,2280.0,Đường Tạ Quang Bửu,6,8,Tp Hồ Chí Minh,36.19
19186,80.0,3,0.0,2, Chung cư, Nội thất đầy đủ,,,2200.0,Đường Số 8,8,11,Tp Hồ Chí Minh,27.5
19187,105.0,3,0.0,2, Chung cư, Nội thất cao cấp,,,2700.0,Đường Phạm Hữu Lầu,Phú Mỹ,7,Tp Hồ Chí Minh,25.71
19188,70.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản, Bắc, Nam,2700.0,1177,Phú Mỹ,7,Tp Hồ Chí Minh,38.57
19189,83.0,2,0.0,2, Chung cư, Nội thất cao cấp, Tây Bắc,,2950.0,Đường Hậu Giang,11,6,Tp Hồ Chí Minh,35.54
19190,89.0,3,0.0,2, Chung cư,Không có nội thất, Đông Nam,,5700.0,90A,14,10,Tp Hồ Chí Minh,64.04
19191,62.0,2,7.0,2, Chung cư, Nội thất cao cấp, Tây Bắc, Đông Nam,2500.0,Đường Lê Đức Thọ,17,Gò Vấp,Tp Hồ Chí Minh,40.32
19192,63.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,1600.0,Lô 5,Bình Hưng Hoà B,Bình Tân,Tp Hồ Chí Minh,25.4
19193,72.0,2,0.0,2, Chung cư,Không có nội thất,,,1815.0,Đường Trương Đình Hội,16,8,Tp Hồ Chí Minh,25.21
19194,46.0,2,9.0,2, Chung cư,Không có nội thất, Bắc, Nam,1130.0,Đường Đỗ Xuân Hợp,Phú Hữu,9,Tp Hồ Chí Minh,24.57
19195,70.0,2,0.0,2, Chung cư, Nội thất cao cấp,,,1300.0,Đường Xa Lộ Hà Nội,Tân Phú,9,Tp Hồ Chí Minh,18.57
19196,78.0,2,0.0,2, Chung cư, Hoàn thiện cơ bản,,,3500.0,Đường Nguyễn Hữu Thọ,,,,44.87
19197,35.0,4,2.0,0," Căn hộ dịch vụ, mini",Không có nội thất,,,5600.0,Đường Tân Phước,4,10,Tp Hồ Chí Minh,160.0
19198,39.0,1,0.0,1, Officetel,Không có nội thất, Đông Nam, Tây Bắc,1750.0,Đường Nguyễn Hữu Thọ,Tân Hưng,7,Tp Hồ Chí Minh,44.87
19199,80.0,3,12.0,2, Chung cư, Nội thất đầy đủ, Đông Nam, Đông Nam,3900.0,Đường 3,Bình An,2,Tp Hồ Chí Minh,48.75
19200,67.0,2,0.0,2, Chung cư, Nội thất đầy đủ,,,2500.0,523A,Phước Long B,9,Tp Hồ Chí Minh,37.31
19201,77.0,2,0.0,2, Chung cư,Không có nội thất, Nam, Bắc,3000.0,Số 510,An Lạc A,Bình Tân,Tp Hồ Chí Minh,38.96
19202,181.0,3,6.0,3, Chung cư,Không có nội thất, Tây, Đông Bắc,3150.0,Đường Nguyễn Thị Thập,Bình Thuận,7,Tp Hồ Chí Minh,17.4
19203,35.0,1,0.0,1, Chung cư,Không có nội thất,,,820.0,Lê văn Qưới,Bình Trị Đông A,Bình Tân,Tp Hồ Chí Minh,23.43
19204,79.0,2,22.0,2, Chung cư,Không có nội thất,,,3900.0,Đường Lương Định Của,An Phú,2,Tp Hồ Chí Minh,49.37
19205,48.0,2,12.0,1, Chung cư,Không có nội thất, Đông Nam,,1250.0,Đường Vườn Lài,Thạnh Lộc,12,Tp Hồ Chí Minh,26.04
19206,36.0,1,0.0,1," Căn hộ dịch vụ, mini", Nội thất đầy đủ,,,190.0,Đường Bà Điểm 4,,,Tp Hồ Chí Minh,5.28
19207,72.0,2,0.0,2, Chung cư,Không có nội thất, Đông, Tây,3150.0,375 Đường Nơ Trang Long,13,Bình Thạnh,Tp Hồ Chí Minh,43.75
19208,84.0,2,0.0,2, Chung cư,Không có nội thất,,,1800.0,Đường Hưng Nhơn,,,Tp Hồ Chí Minh,21.43
19209,88.0,2,11.0,1, Chung cư, Nội thất cao cấp, Tây Nam, Đông Bắc,7500.0,Số 34-35,12,4,Tp Hồ Chí Minh,85.23
19210,36.0,2,5.0,2, Chung cư, Nội thất đầy đủ,,,220.0,Đường Nguyễn Văn Bứa,,,Tp Hồ Chí Minh,6.11
19211,36.0,1,6.0,1, Chung cư,Không có nội thất, Tây Nam, Bắc,515.0,Đường Lê Văn Quới,Bình Trị Đông,Bình Tân,Tp Hồ Chí Minh,14.31
